	ERR3470491	ERR3470495	ERR3470496	ERR3470497	ERR3470499	ERR3470501	ERR3470502	ERR3470503	ERR3470492	ERR3470493	ERR3470494	ERR3470484	ERR3470486	ERR3470487	ERR3470488	ERR3470490	ERR3470504	ERR3470505	ERR3470506	ERR3470507	ERR3470508	ERR3470510	ERR3470511	ERR3470512	ERR3470514	ERR3470515	ERR3470516	ERR3470517	ERR3470519	ERR3470520	ERR3470521	ERR3470522	ERR3470523	ERR3470524	ERR3470526	ERR3470527	ERR3470528	ERR3470529	ERR3470530	ERR3470531	ERR3470532	ERR3470535	ERR3470536
PF3D7_0102800	19	87	18	8	3	2	6	6	12	13	2	3	4	31	3	0	18	16	10	1	1	4	4	6	3	4	4	1	17	2	3	1	5	1	3	0	16	5	5	0	3	4	6
PF3D7_0306000	3	5	1	1	1	2	0	5	5	0	2	2	0	0	11	1	6	36	0	1	0	0	3	2	0	0	2	0	17	0	1	0	0	0	2	0	7	4	2	0	0	3	0
PF3D7_1322300	17	8	12	2	3	6	0	8	5	9	4	8	0	1	10	1	20	32	7	2	14	5	7	1	8	5	1	11	36	3	12	21	4	1	5	33	224	8	7	0	4	7	0
PF3D7_0632600	12	240	70	4	8	12	0	1	0	18	2	14	0	15	2	0	23	48	21	2	0	3	1	0	10	3	2	1	2	3	25	1	6	2	6	0	10	5	22	2	3	3	0
PF3D7_0904100	742	3908	1957	643	185	59	362	182	425	1023	92	120	15	442	91	12	171	365	163	68	103	322	883	58	191	31	53	150	851	39	367	46	465	135	45	78	1069	328	51	24	1066	63	355
PF3D7_0630800	16	15	1	3	2	1	0	5	2	2	1	4	2	1	0	1	16	19	5	0	0	0	5	2	0	9	3	1	0	1	0	0	5	1	6	0	0	8	2	0	4	1	1
PF3D7_1214000	1820	2707	2913	326	299	1600	198	1747	1064	1458	164	394	357	1448	192	1271	552	1347	1205	70	147	347	993	649	146	676	1282	260	499	307	353	73	492	691	294	94	1751	823	258	95	861	561	807
PF3D7_0820500	3896	6869	2577	1398	1039	1876	534	3084	1896	2866	321	845	1041	3199	501	1003	1980	3455	2837	378	453	956	3945	2218	799	1206	1835	477	1742	600	835	234	1174	1555	487	373	3419	2412	434	149	3580	1034	3087
PF3D7_1322900	14	23	3	1	4	3	2	11	7	9	0	2	0	8	1	2	15	12	10	0	3	11	3	0	4	6	0	15	232	4	2	1	1	0	3	2	147	9	8	1	3	4	0
PF3D7_0222600	20	18	15	2	0	0	3	0	1	0	1	0	0	0	2	2	16	10	5	0	0	1	8	0	0	1	3	0	1	0	0	0	1	1	0	0	2	5	2	0	0	0	0
PF3D7_1144000	2504	13691	909	757	515	406	707	1426	1415	2668	380	639	223	1674	222	48	950	1460	946	176	396	885	3919	607	603	256	722	1101	1273	110	804	190	2007	947	107	295	6425	1321	425	97	3984	313	1954
PF3D7_0910400	146	701	55	60	14	42	150	52	60	70	11	40	2	54	27	3	119	82	45	2	28	47	29	10	74	6	11	78	194	12	138	39	233	20	16	60	662	40	20	9	173	15	11
PF3D7_0419300	41	68	8	11	10	12	3	16	18	14	3	10	0	13	10	1	21	33	14	5	1	3	30	8	4	8	8	3	6	7	2	1	2	4	5	0	25	10	8	1	49	7	9
PF3D7_0617600	0	0	0	0	0	3	3	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	1	1	0	0	3	0	3	0	6	0	3	0	0	0	0
PF3D7_0917400	14	22	12	3	5	12	3	7	16	9	0	6	1	0	18	5	24	64	6	2	0	2	4	1	0	10	4	0	32	7	2	0	7	2	5	0	4	10	8	1	1	15	0
PF3D7_1016500	48	107	55	74	15	31	6	24	25	28	6	5	3	32	10	2	48	35	19	3	9	37	73	14	69	10	5	66	65	9	339	150	8	23	10	171	1382	20	7	0	62	23	17
PF3D7_1237600	2740	6929	1196	775	577	492	398	1584	1566	1785	128	393	469	1783	232	255	1044	1343	973	84	318	549	2620	1450	445	313	664	554	1109	262	489	128	706	1040	203	189	3119	959	165	66	2344	476	881
PF3D7_0923800	88	245	93	33	29	110	9	141	67	54	9	21	32	83	26	14	165	120	142	6	12	22	34	85	1	14	61	4	94	30	38	7	13	54	19	12	167	72	47	8	32	40	18
PF3D7_1442900	44533	52775	27602	13107	8247	16961	4808	24155	30686	28496	1494	3272	9621	31301	4517	7222	20811	24396	24436	1784	2823	7129	31249	26781	4633	9230	12779	4589	15631	7057	7858	2246	10755	11075	3244	3292	33236	17871	1614	868	21320	8781	29536
PF3D7_1336900	1031	4651	1091	627	165	75	368	209	637	1275	209	380	18	700	78	11	354	272	165	74	253	518	1311	48	456	23	71	523	1647	41	777	140	1085	273	75	205	3527	437	104	57	1767	94	350
PF3D7_0420200	95	28	56	14	11	53	2	56	31	31	1	1	40	204	12	4	85	47	78	1	8	2	11	133	2	12	53	11	39	5	19	3	10	15	14	5	35	14	14	3	3	16	9
PF3D7_1001900	16479	37415	8892	4529	3923	6542	1942	11735	9903	13407	1028	1335	4557	11551	1517	2336	9568	17278	9430	865	602	3526	14680	11413	694	5185	7873	953	5094	3210	1891	479	2430	6579	1279	754	4356	9643	1790	591	20082	5253	12630
PF3D7_1454800	40	96	86	30	3	19	9	44	34	23	0	8	6	76	7	2	19	27	21	3	4	10	15	14	4	5	7	3	53	4	7	2	19	18	16	3	57	33	17	2	12	6	13
PF3D7_1319600	25	22	11	11	10	15	4	15	11	18	0	13	4	1	13	8	29	37	11	3	4	0	9	4	1	8	8	0	25	7	7	0	2	2	4	0	4	9	28	0	1	11	0
PF3D7_0220800	162	101	176	57	74	439	10	247	145	45	8	18	45	99	336	118	284	962	111	6	5	42	23	117	31	29	115	26	560	78	164	72	4	69	20	95	642	40	46	3	10	144	17
PF3D7_0107100	10	9	31	7	2	6	0	6	5	4	0	3	0	1	1	1	9	9	5	0	1	1	1	5	1	5	4	0	2	1	1	2	1	0	3	1	19	7	4	0	0	8	0
PF3D7_0605200	2	2	15	0	1	2	1	1	4	4	1	0	0	0	2	0	3	16	1	0	2	2	2	0	0	1	0	0	3	2	1	0	0	1	0	0	0	1	1	0	1	0	0
PF3D7_1128400	426	1734	360	251	132	64	144	328	304	709	42	111	19	387	50	1	156	557	222	36	136	125	873	61	199	24	56	134	484	40	199	44	216	102	64	66	1338	258	39	23	600	68	203
PF3D7_API06200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1417700	730	4175	475	414	90	41	326	143	232	761	170	248	3	488	70	6	176	228	73	34	199	296	993	13	297	10	38	405	1152	25	568	69	789	133	35	100	2335	298	33	22	1870	74	177
PF3D7_0105500	34	21	14	6	2	10	1	11	17	5	3	1	0	46	1	0	16	18	4	1	3	1	5	1	1	1	4	2	12	1	8	1	3	0	3	1	22	9	3	0	23	4	2
PF3D7_1329000	15752	19340	7444	4413	2168	3405	1696	5405	8131	8395	723	1416	1252	9626	1018	425	4647	6776	5417	550	1317	2281	9823	3572	1690	794	2410	1572	5255	1131	2903	533	3471	2901	729	781	10718	4402	544	252	7343	955	7199
PF3D7_API00700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1467800	2	19	1	2	1	2	0	4	1	4	1	3	0	0	1	0	1	2	0	0	3	2	2	0	0	0	0	11	11	0	22	16	5	1	0	28	157	11	0	1	9	0	0
PF3D7_0601200	1	2	5	0	1	2	0	4	0	0	0	5	0	0	1	1	0	0	3	0	5	0	1	2	2	0	1	3	0	1	0	0	1	0	1	0	0	0	1	0	0	2	0
PF3D7_1100300	76	8	4	8	24	29	1	2	3	7	0	9	2	3	0	0	13	30	32	1	0	12	8	0	4	3	1	2	1	9	0	0	10	2	10	2	4	8	4	3	28	3	0
PF3D7_0626700	7796	19151	5015	2672	1481	1857	1123	4065	4458	6609	546	627	619	6231	758	161	3228	5264	3946	804	341	2541	9458	1602	495	986	2243	692	2428	840	1338	221	1146	3049	598	323	4483	5262	1052	341	15419	1123	7515
PF3D7_0628900	14	28	37	9	3	14	0	10	6	8	3	10	1	0	3	6	18	18	13	2	9	5	6	0	4	6	7	1	8	4	14	1	3	1	8	2	31	5	5	1	0	8	0
PF3D7_1141300	28	23	31	4	6	14	4	31	14	12	4	10	3	5	41	6	44	111	17	3	3	15	5	0	12	8	3	1	56	15	4	5	5	2	7	2	59	13	14	3	3	13	0
PF3D7_0502600	96	417	168	66	24	27	32	55	118	173	19	26	8	109	24	3	82	62	66	2	8	17	173	8	18	10	17	11	101	9	66	16	26	41	24	35	195	37	18	7	74	24	17
PF3D7_0424900	35050	33571	14173	7316	4171	5585	1748	14933	10630	12611	758	1453	5782	16020	2095	5540	9912	21031	10199	745	922	1241	21788	15157	1381	1343	8932	13148	4648	2210	2589	625	2046	3990	952	954	23012	8498	665	298	19619	3890	16645
PF3D7_0900100	75	194	250	53	6	178	133	49	74	43	37	55	3	111	10	11	31	25	53	17	9	36	17	19	69	3	41	136	126	14	184	22	998	59	8	41	184	25	28	1	58	10	236
PF3D7_1434000	330	701	322	244	65	16	113	66	121	276	73	91	7	181	24	1	65	151	86	17	58	198	326	10	109	8	28	92	311	21	210	31	211	124	25	45	597	80	26	15	309	42	217
PF3D7_1134000	1686	2476	1255	1215	194	190	638	157	565	531	409	1432	4	659	138	34	395	401	246	73	1065	1045	702	20	1671	28	58	1551	3489	65	3509	1086	2332	81	76	1557	10605	601	63	56	1006	189	307
PF3D7_1212600	52	556	23	23	6	14	26	10	33	63	20	26	2	19	4	0	32	15	13	3	32	40	64	9	24	2	4	58	98	1	81	14	108	20	2	23	380	34	13	3	191	13	7
PF3D7_1029500	3	58	9	6	1	2	1	9	7	7	0	2	0	15	3	2	1	8	9	0	3	1	20	1	2	1	4	1	12	2	4	0	6	5	1	1	20	4	3	1	6	2	13
PF3D7_0606200	955	2803	426	380	217	124	147	268	527	798	104	198	62	787	94	56	376	584	333	65	113	287	1139	224	216	101	190	324	932	80	508	91	590	324	52	133	2202	423	96	38	1464	114	559
PF3D7_0300500	0	21	3	1	0	0	0	12	2	0	0	3	0	0	1	0	3	5	3	0	2	0	1	1	0	0	1	0	0	1	1	0	1	0	7	0	9	0	1	0	0	6	0
PF3D7_1452900	23	9	12	2	0	4	2	9	0	2	0	1	0	22	0	3	10	1	2	0	0	0	2	2	1	1	3	0	3	1	5	0	1	2	1	0	6	4	5	0	2	5	0
PF3D7_1439500	21099	31299	20899	7270	6276	8895	2389	17317	15492	23799	1552	1732	5224	17865	2748	9977	10885	16451	12921	1013	485	4843	15488	12466	498	7729	7791	153	3038	4454	488	535	40	9827	3027	746	272	12325	3047	968	13698	4364	15012
PF3D7_1205300	5	3	3	1	2	2	0	1	2	5	0	2	0	2	3	1	6	5	2	0	0	0	0	0	1	2	3	0	4	0	3	1	2	0	1	1	28	0	3	0	0	0	0
PF3D7_0901000	0	19	3	4	0	0	0	1	0	6	0	0	0	0	4	1	5	25	0	0	0	0	7	0	0	0	17	0	0	0	1	0	0	0	0	0	1	3	0	0	0	3	0
PF3D7_0311100	554	1432	405	239	77	107	134	148	373	378	25	43	24	415	34	10	341	178	178	19	73	110	442	67	62	22	63	87	238	20	109	28	102	144	28	39	427	151	30	9	443	40	129
PF3D7_1040300	71	11	6	3	0	20	1	4	0	6	0	7	0	12	0	0	5	10	14	1	2	0	5	1	0	3	0	2	0	0	0	0	0	0	1	0	0	0	7	0	1	3	1
PF3D7_0819500	13	11	16	8	13	20	10	11	4	9	21	114	2	1	10	8	16	16	23	0	137	36	3	2	169	4	3	126	63	5	65	61	13	1	4	84	730	8	4	0	0	24	2
PF3D7_0929600	10	20	2	3	8	5	3	9	8	4	1	6	0	0	9	3	19	51	5	1	0	0	1	0	2	4	3	0	5	1	2	0	3	0	4	0	0	2	8	0	1	3	0
PF3D7_0925300	20	36	11	5	3	9	5	8	6	12	2	3	0	4	17	0	16	59	19	2	3	6	12	2	2	6	5	1	22	5	1	2	5	2	4	4	21	3	8	0	12	10	2
PF3D7_0804600	2051	3884	1003	469	238	954	356	629	779	1005	59	139	222	1153	123	10	566	845	616	99	144	285	1643	485	181	88	336	249	592	81	256	56	370	381	65	82	1036	482	76	25	1363	164	738
PF3D7_0732800	227	57	79	52	20	99	67	44	47	91	71	44	17	50	4	2	26	4	27	0	0	34	40	44	58	2	24	19	55	18	41	17	489	140	20	22	39	56	6	2	117	6	2
PF3D7_1422800	1073	3112	343	295	86	148	162	228	422	445	91	154	43	564	46	5	335	215	80	11	101	127	745	86	163	31	94	176	616	26	375	58	301	257	45	99	1110	227	44	42	1442	54	322
PF3D7_1444800	10218	20133	9920	5789	6842	24354	3803	8378	9377	11164	3809	18520	6691	6282	1880	18583	6475	20159	10155	847	9050	7897	5408	26545	15804	12781	6080	12180	25905	3253	11772	4285	27491	3784	1863	6167	82569	5598	3221	1232	7669	7038	3276
PF3D7_1453200	15	53	19	5	3	9	4	9	22	7	0	7	1	3	19	1	32	59	9	4	4	8	5	0	8	4	6	1	42	9	12	4	3	2	2	5	27	2	7	0	1	9	1
PF3D7_0108600	1948	3235	1060	612	731	882	92	1487	792	723	17	50	582	1037	163	1135	2052	1941	1276	35	51	107	1992	2613	71	950	367	60	87	332	66	13	117	221	88	23	528	360	62	22	1347	1493	1165
PF3D7_1428400	32	50	10	8	2	7	2	21	17	29	2	10	3	2	12	4	40	65	31	6	5	0	18	3	2	14	13	4	7	8	2	1	0	2	13	3	43	23	28	1	2	14	1
PF3D7_0824000	21	38	8	13	6	7	1	18	8	12	1	10	0	0	3	5	30	63	15	3	1	6	6	0	5	15	5	2	3	1	4	0	4	0	12	2	6	17	20	2	0	10	0
PF3D7_1304900	1304	5244	1102	504	253	319	277	988	997	1408	193	460	137	1079	119	131	591	1167	699	88	205	337	1373	421	236	189	430	457	692	145	317	72	662	530	114	101	2264	791	179	57	2024	257	945
PF3D7_0711900	6	2	3	0	1	0	0	9	0	9	0	3	0	2	0	1	10	17	6	0	0	0	4	0	1	5	3	0	0	0	0	0	1	0	4	0	0	3	3	0	0	0	0
PF3D7_0803100	5080	6168	3253	1406	707	1676	587	1279	2924	2243	64	135	733	3091	348	264	2150	2056	2159	111	557	564	3300	2346	505	633	851	517	1360	302	687	134	612	524	74	237	3538	934	57	20	2228	774	2470
PF3D7_0520500	144	100	117	6	22	5	6	319	6	87	4	10	45	107	26	14	156	65	72	1	30	24	41	124	36	8	77	10	45	19	11	11	7	100	17	7	94	94	55	15	52	28	30
PF3D7_0528400	31	9	27	3	49	29	3	42	79	16	0	2	1	1	119	39	66	634	13	0	5	6	6	1	0	10	11	0	195	12	2	0	0	6	2	0	3	2	6	0	6	42	1
PF3D7_1114600	13	11	25	4	3	17	2	9	4	5	0	2	2	6	0	2	14	9	15	1	1	2	3	1	1	3	4	1	3	4	1	0	1	2	5	1	3	4	8	0	2	4	1
PF3D7_1318000	29	156	7	11	29	17	9	37	43	26	2	9	5	9	20	6	32	153	9	5	5	10	56	11	7	5	15	3	42	9	10	0	7	4	4	1	13	27	5	0	59	12	23
PF3D7_0937700	12	9	4	2	7	1	1	1	2	3	4	2	0	0	0	0	14	2	6	0	6	1	1	0	4	0	1	2	5	4	2	1	0	0	1	0	4	1	2	0	0	2	1
PF3D7_0923500	44	500	33	21	6	4	21	17	41	9	2	9	3	26	18	6	22	47	5	1	2	8	90	6	13	2	5	6	59	4	19	0	13	7	11	1	39	11	3	0	83	4	2
PF3D7_0513400	24	473	26	15	7	4	22	5	25	46	16	22	0	34	11	0	12	6	10	4	18	47	120	1	44	1	8	28	135	0	76	16	47	7	0	16	207	31	4	6	214	2	8
PF3D7_0708700	240	389	125	117	75	54	36	295	221	253	25	27	14	164	40	67	128	256	294	7	17	73	209	43	38	44	54	27	173	59	161	21	30	76	30	34	297	202	61	25	98	36	229
PF3D7_1357100	65382	43711	19142	19371	10667	8332	8006	15554	22894	24233	5044	7212	3710	21347	2344	3073	12503	24900	15304	3169	3752	12774	31578	11749	13897	4059	5938	8203	34372	419	9437	1842	28026	11031	2422	2714	42524	28626	7285	2927	49168	3358	38418
PF3D7_1022200	15	108	5	6	10	13	9	5	20	8	24	124	2	3	11	2	19	24	6	1	66	45	11	2	118	1	4	122	152	3	201	42	174	0	2	66	809	9	2	3	21	34	1
PF3D7_1016600	3022	5457	3305	617	477	1025	361	1878	1904	2737	244	337	554	2370	310	505	1418	2653	1619	146	142	748	2333	1059	196	556	1053	258	1219	548	537	173	1043	1162	352	201	1797	1484	520	154	2845	660	1510
PF3D7_0832900	4	6	13	2	0	0	0	0	4	2	0	6	1	0	0	0	15	4	4	1	0	0	3	0	1	0	0	4	2	2	1	0	1	2	1	0	1	1	1	0	1	0	0
PF3D7_0503100	21	877	7	21	0	5	14	3	10	20	3	14	0	3	9	2	14	13	1	0	19	14	31	0	17	5	1	27	59	1	28	10	30	0	6	10	58	3	1	0	63	6	0
PF3D7_0827700	9	20	8	4	1	2	1	7	1	6	3	7	0	0	4	1	20	16	4	0	1	0	6	0	1	6	4	0	3	2	1	1	4	1	6	0	2	2	9	2	0	3	0
PF3D7_1340700	23	185	22	11	18	13	6	20	16	29	8	3	2	37	16	13	25	73	33	0	2	6	264	10	13	5	5	4	55	6	22	7	12	13	7	11	233	11	6	1	19	8	7
PF3D7_1319500	1	0	2	1	0	0	1	4	0	1	0	1	0	1	0	0	0	4	3	0	1	0	0	1	3	1	1	2	5	0	5	4	1	0	0	3	52	1	0	0	0	1	0
PF3D7_0312700	1	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	1	0	0	1	0	1	0	0	0	0
PF3D7_1210700	20	41	20	1	3	4	3	6	13	11	1	3	1	12	5	0	21	18	12	0	1	4	26	5	5	5	2	2	7	1	4	1	4	4	6	4	27	11	4	1	24	5	7
PF3D7_0704900	14	42	13	7	4	2	11	6	2	4	3	26	0	5	3	1	10	15	6	1	19	4	8	1	19	8	5	27	54	0	16	8	25	1	4	12	121	3	13	0	2	6	1
PF3D7_1000900	12	12	1	11	1	3	0	4	0	9	0	9	0	0	2	0	19	24	7	2	0	0	3	0	0	3	5	0	0	1	1	0	2	1	2	0	0	7	7	0	0	12	0
PF3D7_0409400	462	2974	621	424	116	38	233	102	356	766	131	264	12	408	58	20	237	284	151	59	193	309	834	27	300	27	57	439	1003	32	444	101	511	123	50	152	2185	288	55	29	1033	77	201
PF3D7_1104900	130	232	79	5	118	333	9	254	259	45	1	16	6	2	289	306	152	1071	36	3	5	9	18	13	9	13	46	1	271	52	2	1	2	19	15	2	19	13	23	2	49	106	0
PF3D7_1244900	69	381	211	21	13	139	16	44	35	116	5	13	4	30	10	1	41	40	34	1	7	22	98	11	23	6	6	12	43	3	36	7	6	36	5	14	89	45	23	6	95	9	22
PF3D7_0401300	2	4	0	0	1	0	0	2	0	1	1	1	0	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1
PF3D7_1306200	12	5	7	0	4	8	2	4	8	11	10	3	0	0	20	2	11	70	6	1	2	2	6	0	0	5	1	0	65	2	2	0	1	0	5	1	3	3	4	1	0	7	0
PF3D7_1228500	9	44	8	1	2	7	0	9	7	7	2	1	0	8	13	3	13	21	8	1	1	8	5	0	1	0	2	3	10	1	8	1	4	1	6	2	39	3	3	0	7	5	0
PF3D7_0222400	5	0	8	0	0	1	0	3	3	0	0	1	0	15	1	5	7	4	9	0	0	3	1	0	0	1	4	1	9	8	1	0	0	0	2	0	0	1	7	0	0	1	4
PF3D7_1228200	8	667	6	8	4	7	4	3	11	17	0	0	1	4	3	1	9	15	0	8	1	7	83	0	5	2	1	0	4	0	8	2	3	4	5	2	19	6	9	1	85	2	0
PF3D7_0115700	25	685	331	19	15	80	50	34	278	96	13	54	0	90	19	19	57	187	79	14	9	65	26	6	29	2	12	204	518	22	95	10	345	25	8	13	269	35	26	6	31	4	10
PF3D7_0904900	83	83	99	17	28	44	1	51	29	41	9	20	15	20	60	9	88	195	73	6	8	25	21	12	12	37	30	16	82	10	68	58	8	11	23	86	444	25	40	2	2	22	2
PF3D7_MIT01400	40	87	8	51	3	21	2	43	28	16	3	26	7	16	9	6	64	162	56	6	4	9	23	9	0	23	31	5	26	23	13	3	4	10	16	5	5	15	31	5	19	13	9
PF3D7_1102400	1545	3768	732	445	227	347	219	422	426	800	126	477	96	885	151	53	635	680	305	76	428	295	1508	230	583	67	199	503	1722	94	1037	153	854	317	62	208	3360	466	60	44	2875	224	506
PF3D7_1236000	35	67	20	24	8	18	12	25	29	27	10	23	6	36	15	7	9	31	14	3	16	17	23	6	51	7	6	37	36	7	26	23	29	11	5	26	233	26	3	2	44	11	16
PF3D7_0219000	9	32	4	3	0	3	2	4	6	7	1	1	0	3	1	0	4	4	1	0	0	3	17	2	2	2	1	1	4	0	3	0	1	2	1	3	17	6	0	2	9	1	2
PF3D7_0716400	871	7305	500	361	66	71	286	106	408	858	43	40	13	433	49	5	177	170	102	23	47	184	1496	49	161	13	11	85	829	10	246	38	170	77	29	72	1409	193	9	19	1644	39	133
PF3D7_1144300	2857	15654	964	552	450	251	657	795	1515	2557	166	357	50	1198	133	78	757	781	482	78	256	407	3633	365	488	98	255	1110	735	44	347	68	856	585	43	125	5711	564	148	25	2686	183	918
PF3D7_0525500	3941	7109	1492	1149	328	556	493	689	1573	2152	180	432	315	2079	227	21	948	932	854	107	396	663	2748	702	631	89	280	537	1872	133	751	116	1105	477	159	174	2545	889	93	53	2017	263	1062
PF3D7_1120400	7802	12831	3897	1715	1596	4075	749	4679	4655	5886	398	702	1642	5723	896	892	4247	8136	4694	211	378	1089	7218	4830	446	1763	2386	410	1714	1344	878	218	889	2823	794	310	2672	3128	1247	356	7093	1835	4643
PF3D7_1113900	16	30	51	14	4	61	3	12	16	14	1	6	0	11	1	1	23	43	14	6	1	5	6	4	0	5	9	0	11	4	9	1	5	3	7	3	7	10	16	1	3	11	0
PF3D7_1443400	58	128	13	6	12	18	19	13	16	30	19	137	0	9	20	6	29	51	15	3	106	29	36	1	157	5	3	103	335	5	233	37	206	1	6	72	756	13	7	4	35	31	4
PF3D7_1369500	3638	7575	1223	1027	433	703	392	1017	1388	1913	143	413	436	2262	252	57	1401	1594	1290	141	299	538	3487	939	472	351	794	481	1093	283	792	179	692	891	103	268	2956	1088	133	58	3560	426	1622
PF3D7_1237900	4787	7318	4345	1444	1339	2434	930	2500	6038	3339	117	198	1503	3656	609	2466	2989	4061	3475	191	319	709	2114	5003	398	1392	1182	284	852	634	191	139	190	820	261	212	848	1238	456	81	1629	1709	2997
PF3D7_1127700	146	2764	81	49	40	45	11	156	331	153	3	16	16	250	21	1	65	37	73	2	7	26	350	18	4	7	32	2	14	6	14	2	2	54	22	0	28	45	29	5	222	14	11
PF3D7_1336000	3998	6423	2027	888	630	1273	368	2091	2078	2414	220	475	1053	2635	368	525	1991	2948	2171	173	266	843	3286	1811	373	1127	1693	323	927	617	580	179	592	1569	347	211	2098	1857	433	153	3161	941	3111
PF3D7_0110000	21	16	5	3	5	6	1	9	8	33	5	6	0	3	9	9	14	24	2	2	13	4	49	1	2	1	4	4	15	1	8	6	0	0	2	9	123	2	10	0	1	5	0
PF3D7_1340100	1723	3191	882	528	298	222	202	669	858	1268	197	355	136	1046	106	46	646	889	636	116	199	472	1355	444	295	159	367	275	1160	184	700	117	833	612	158	157	1852	813	191	107	1878	191	898
PF3D7_0617000	333	2711	251	376	144	116	282	278	211	734	108	621	26	310	53	29	170	254	236	70	544	330	711	55	926	47	45	1020	1367	28	1146	269	1882	72	22	382	5748	191	35	36	1638	165	237
PF3D7_1023300	13	20	15	1	0	7	5	1	0	5	3	2	0	1	3	2	8	9	3	0	0	1	9	0	4	3	4	2	4	1	11	3	1	1	4	2	22	3	2	0	8	6	0
PF3D7_0630900	4574	9887	3070	1331	748	1273	479	2087	2447	3231	277	458	781	2832	480	611	1921	2905	1814	253	423	752	4759	2144	572	749	1221	620	1459	431	818	196	784	1158	276	313	4251	1908	350	116	4016	662	2927
PF3D7_0826800	130	797	51	40	12	36	29	29	54	94	10	16	20	142	8	2	52	54	37	2	17	49	175	22	20	14	35	32	89	2	22	6	67	45	12	10	230	95	21	7	225	14	48
PF3D7_0317700	3496	5871	2880	2141	693	535	913	1280	2673	2940	456	587	228	2553	279	47	1386	1582	1326	266	335	1174	2528	550	674	236	1011	502	2655	362	1640	541	2086	856	190	790	6045	1923	219	109	2048	323	3326
PF3D7_1351500	5	26	2	1	0	0	0	1	1	4	0	0	1	10	0	0	1	0	0	0	0	0	4	0	1	0	0	1	1	0	2	0	1	2	0	0	5	2	0	0	4	2	3
PF3D7_0934900	358	229	276	86	27	150	40	133	104	242	10	23	154	361	26	55	239	113	301	6	8	43	180	211	15	90	118	12	35	51	19	4	15	154	51	8	96	153	65	8	100	77	110
PF3D7_0716900	252	2493	615	223	148	52	117	128	193	596	127	272	51	409	97	24	185	493	225	35	205	248	813	91	256	77	132	367	1075	76	423	135	631	178	48	220	2073	390	40	37	934	106	249
PF3D7_MIT02700	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF3D7_0701000	0	4	9	4	0	9	6	4	1	3	0	4	0	2	1	0	0	2	0	0	2	0	2	0	14	0	1	0	13	1	0	0	6	0	1	1	8	0	0	0	1	0	4
PF3D7_1119500	852	868	239	167	63	130	47	219	261	202	87	122	35	169	13	6	230	122	126	29	72	148	158	37	102	29	68	107	364	29	215	63	185	81	28	60	990	119	37	16	665	33	376
PF3D7_0421800	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0
PF3D7_0410000	1171	550	1054	516	513	1073	213	810	614	456	479	1589	95	315	183	256	954	794	511	33	2151	601	297	233	3214	101	773	2006	2326	182	1097	638	908	261	24	997	8491	636	207	69	799	667	580
PF3D7_0619800	1774	4325	885	633	301	246	358	628	1130	1839	145	430	180	1426	146	31	518	558	599	57	281	416	1849	312	455	102	319	379	1007	101	526	130	445	282	95	171	1733	556	76	50	1606	180	574
PF3D7_1462500	10	47	5	0	0	1	1	0	3	5	0	1	1	0	0	0	9	11	8	0	0	1	1	0	1	1	1	1	5	3	1	0	0	0	4	0	2	3	4	1	3	1	1
PF3D7_1249700	15	15	4	3	3	5	1	5	2	9	2	9	1	0	2	1	20	14	3	5	0	0	5	0	0	3	1	0	4	1	1	1	1	0	3	0	2	3	7	0	1	3	9
PF3D7_1139900	1796	6008	990	535	315	290	250	743	1034	1506	201	284	112	1099	128	12	841	1128	572	80	224	482	2125	331	269	63	309	362	977	112	635	120	714	432	94	185	2622	732	193	89	2510	170	955
PF3D7_1346600	2	155	5	1	0	0	2	2	4	3	2	2	1	0	5	0	5	14	1	0	3	1	9	0	1	1	2	0	17	3	7	0	8	1	4	0	20	1	1	0	25	8	1
PF3D7_1215700	19	15	6	3	2	7	3	13	15	10	0	4	0	0	2	1	28	37	10	5	1	1	4	1	0	3	4	0	0	2	2	0	4	0	13	0	6	14	13	1	1	8	0
PF3D7_1107000	226	1512	61	93	44	17	61	58	83	298	33	53	5	165	17	2	85	68	54	12	34	57	301	19	62	4	10	117	259	5	82	13	93	65	21	21	408	71	22	7	315	17	35
PF3D7_0112900	70	364	36	12	9	19	8	39	31	49	1	7	26	42	12	41	58	126	47	3	1	14	76	31	1	33	26	0	1	14	6	2	3	36	7	3	18	29	17	3	92	24	44
